Plant_type,Period,Electricity_demand_[MWh_/_ton]
SMR,1,-0.6666666666666666
SMR,2,-0.6666666666666666
SMR,3,-0.6666666666666666
SMR_CCS,1,0.4999999999999999
SMR_CCS,2,0.4999999999999999
SMR_CCS,3,0.4999999999999999
GHR_ATR_CCS,1,1.9999999999999996
GHR_ATR_CCS,2,1.6666666666666667
GHR_ATR_CCS,3,1.6666666666666667
